  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,  AltInd, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 %Pwr, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6, E1 TIT1, E1 TIT2, E1 Torq,   E1 NG,  E1 ITT, E2 FFlow, E2 MAP, E2 RPM, E2 Torq,   E2 NG,  E2 ITT,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd,  WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
          ,         ,        ,       ,             ,             ,0.0,30.07,        ,      ,0.0,       ,        ,       ,       ,       ,       ,      ,      ,      ,      ,      ,       ,       ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,         ,       ,       ,        ,        ,        ,        ,    ,  GPS,299.0,108.5,117.3,135.1,122.8,       ,       ,       ,       ,       ,       ,13.0,       ,      ,       ,      ,      ,      , NoSoln,3704.0,      ,       ,      ,       
          ,         ,        ,       ,             ,             ,0.0,30.07,        ,      ,0.0,       ,        ,       ,       ,       ,       ,      ,      ,      ,      ,      ,       ,       ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,         ,       ,       ,        ,        ,        ,        ,    ,  GPS,299.0,108.5,117.3,135.1,122.8,       ,       ,       ,       ,       ,       ,13.0,       ,      ,       ,      ,      ,      , NoSoln,3704.0,      ,       ,      ,       
          ,         ,        ,       ,             ,             ,0.0,30.07,        ,      ,0.0,       ,        ,       ,       ,       ,       ,      ,      ,      ,      ,      ,       ,       ,     0.00,        ,        ,  29.23,    0.0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,         ,       ,       ,        ,        ,        ,        ,    ,  GPS,299.0,108.5,117.3,135.1,122.8,       ,       ,       ,       ,       ,       ,13.0,       ,      ,       ,      ,      ,      , NoSoln,3704.0,      ,       ,      ,       
