#airframe_info, log_version="1.03", log_content_version="1.02", Product="GIFD", airframe_name="Cessna 182T", unit_software_part_number="006-B1177-6Q", unit_software_version="20.94", system_software_part_number="006-B2501-14", system_id="261B0333C", mode=NORMAL, flightstream_header="261B0333C_0856", 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees,      ft,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,     Hg,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,  AltInd, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
          ,         ,        ,       ,             ,             ,    84.0, 30.06,        ,  27.2,   0.00,       ,   -0.88,   4.53,  -0.07,  -0.00,   0.00,  76.8,      ,      ,      ,      ,      ,       ,       ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
          ,         ,        ,       ,             ,             ,    84.0, 30.06,        ,  27.2,   0.00,       ,    0.83,   4.54,  -0.09,   0.00,  -0.01,  76.8,      ,      ,      ,      ,      ,       ,       ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:14,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  27.0,   0.00,       ,   10.47,   4.54,  -0.05,   0.00,  -0.01,  76.9,      ,      ,      ,      ,      ,       ,       ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:15,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  27.0,   0.00,       ,   15.29,   4.50,  -0.08,  -0.00,   0.00,  76.9,      ,      ,      ,      ,      ,       ,       ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:16,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  27.0,   0.00,       ,  -11.00,   4.47,  -0.10,   0.00,  -0.01,  76.9,      ,      ,      ,      ,      ,       ,       ,         ,        ,        ,       ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:17,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.8,   0.00,       ,  -24.38,   4.43,  -0.07,  -0.01,   0.01,  76.9,      ,  27.1,  27.2,   6.1,   0.8,  35.00,       ,     2.35,   73.60,   61.02,  14.88,  753.1,   75.73,   73.91,   75.86,   74.68,   76.24,   74.39,  817.02,  853.29,  750.48,  749.37,  821.66,  804.81,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:18,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.8,   0.00,       ,   -7.54,   4.35,  -0.05,   0.00,  -0.02,  76.9,      ,  27.1,  27.3,   5.9,   0.7,  35.00,  32.76,     2.33,   73.57,   60.99,  14.89,  752.9,   76.06,   74.25,   76.19,   75.03,   76.54,   74.70,  824.73,  862.81,  760.67,  761.33,  830.70,  814.50,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:19,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.8,   0.00,       ,    3.03,   4.34,  -0.04,  -0.01,  -0.01,  76.9,      ,  27.3,  27.5,   6.2,   0.7,  35.00,  32.76,     2.36,   73.54,   61.07,  14.81,  756.9,   76.46,   74.60,   76.52,   75.38,   76.92,   75.02,  829.38,  863.73,  772.01,  765.41,  837.92,  826.53,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:20,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.8,   0.00,       ,   -6.62,   4.36,  -0.08,   0.00,  -0.01,  77.0,      ,  27.4,  27.5,   6.0,   0.7,  35.00,  32.83,     2.38,   73.52,   61.06,  14.81,  757.0,   76.83,   74.97,   76.87,   75.76,   77.23,   75.36,  836.38,  873.70,  779.80,  771.60,  845.73,  834.49,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:21,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.8,   0.00,       ,   -0.72,   4.35,  -0.09,   0.01,  -0.02,  76.9,      ,  27.2,  27.3,   5.2,   0.6,  35.00,  32.83,     2.41,   73.49,   60.82,  14.94,  746.7,   77.22,   75.36,   77.22,   76.13,   77.59,   75.71,  844.57,  884.38,  788.30,  779.70,  853.09,  841.81,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:22,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.8,   0.00,       ,   -1.35,   4.34,  -0.09,  -0.01,  -0.00,  77.0,      ,  27.3,  27.5,   5.5,   0.7,  35.00,  32.91,     2.40,   73.47,   60.93,  14.97,  750.0,   77.65,   75.76,   77.58,   76.53,   77.96,   76.06,  851.86,  888.50,  794.60,  786.53,  858.90,  844.29,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:23,  -07:00,       ,             ,             ,    86.0, 30.06,        ,  26.5,   0.00,       ,   10.30,   4.35,  -0.10,  -0.00,  -0.00,  77.0,      ,  27.4,  27.6,   5.5,   0.7,  35.00,  32.91,     2.34,   73.44,   60.92,  14.90,  752.7,   78.12,   76.17,   77.98,   76.92,   78.39,   76.42,  859.56,  895.41,  801.56,  792.55,  863.23,  853.08,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:24,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.5,   0.00,       ,    2.14,   4.34,  -0.11,  -0.00,   0.02,  77.0,      ,  27.5,  27.6,   5.5,   0.8,  35.00,  32.91,     2.40,   73.42,   60.98,  14.93,  754.2,   78.49,   76.59,   78.36,   77.34,   78.70,   76.78,  866.86,  905.42,  807.81,  797.28,  870.37,  860.81,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:25,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.5,   0.00,       ,  -24.61,   4.31,  -0.11,  -0.00,  -0.01,  77.0,      ,  27.5,  27.6,   5.4,   0.7,  35.00,  32.91,     2.44,   73.40,   60.98,  14.91,  754.5,   79.00,   77.03,   78.78,   77.76,   79.17,   77.18,  871.43,  911.44,  816.04,  800.45,  877.73,  869.72,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:26,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.5,   0.00,       ,  -21.65,   4.26,  -0.11,  -0.01,  -0.03,  77.0,      ,  27.6,  27.7,   5.4,   0.7,  35.00,  32.87,     2.43,   73.37,   61.05,  14.89,  756.8,   79.48,   77.48,   79.20,   78.19,   79.58,   77.58,  874.90,  919.65,  822.28,  805.42,  883.53,  875.36,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:27,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.5,   0.00,       ,  -16.13,   4.23,  -0.08,  -0.01,  -0.01,  77.0,      ,  27.6,  27.8,   5.4,   0.7,  35.00,  32.83,     2.38,   73.35,   61.22,  14.76,  765.4,   79.98,   77.94,   79.64,   78.64,   80.01,   77.98,  875.83,  924.03,  827.99,  813.79,  888.04,  877.26,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:28,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.5,   0.00,       ,   -8.09,   4.25,  -0.10,   0.00,  -0.03,  77.1,      ,  27.6,  27.7,   5.1,   0.7,  35.00,  32.76,     2.41,   73.33,   61.06,  14.79,  759.5,   80.49,   78.41,   80.10,   79.10,   80.46,   78.41,  877.01,  927.58,  832.19,  815.84,  891.74,  881.50,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:29,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.5,   0.00,       ,   -3.45,   4.26,  -0.12,   0.00,   0.01,  77.1,      ,  27.6,  27.8,   5.0,   0.7,  35.00,  32.68,     2.46,   73.31,   61.01,  14.89,  757.6,   81.00,   78.91,   80.55,   79.57,   80.90,   78.83,  882.03,  922.85,  837.15,  819.42,  894.92,  884.92,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:30,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.5,   0.00,       ,   -1.00,   4.28,  -0.11,  -0.01,   0.00,  77.1,      ,  27.6,  27.8,   4.9,   0.7,  35.00,  32.68,     2.38,   73.29,   60.90,  14.99,  752.7,   81.51,   79.41,   81.03,   80.05,   81.36,   79.26,  886.45,  925.57,  845.24,  823.39,  897.32,  889.21,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:31,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.5,   0.00,       ,    0.64,   4.27,  -0.12,  -0.00,   0.01,  77.1,      ,  27.7,  27.8,   4.9,   0.7,  35.00,  32.61,     2.41,   73.27,   61.11,  14.86,  761.1,   82.00,   79.86,   81.42,   80.47,   81.78,   79.65,  889.26,  926.71,  853.21,  828.79,  901.72,  895.69,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:32,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.5,   0.00,       ,   -2.51,   4.24,  -0.12,  -0.01,  -0.01,  77.1,      ,  27.6,  27.7,   4.5,   0.7,  35.00,  32.53,     2.39,   73.25,   60.92,  14.95,  754.2,   82.43,   80.25,   81.80,   80.84,   82.12,   79.98,  889.40,  931.60,  853.92,  831.86,  907.25,  898.37,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:33,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.5,   0.00,       ,   -4.10,   4.22,  -0.10,  -0.00,  -0.03,  77.1,      ,  27.7,  27.8,   4.6,   0.7,  35.00,  32.53,     2.37,   73.23,   61.06,  14.88,  759.7,   82.96,   80.74,   82.25,   81.32,   82.58,   80.41,  891.15,  933.82,  853.20,  835.47,  912.52,  900.35,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:34,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.5,   0.00,       ,    0.21,   4.25,  -0.11,  -0.00,   0.01,  77.2,      ,  27.7,  27.8,   4.5,   0.7,  35.00,  32.49,     2.36,   73.21,   61.09,  14.90,  761.4,   83.49,   81.27,   82.75,   81.83,   83.06,   80.87,  892.58,  936.87,  856.11,  840.79,  914.05,  896.26,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:35,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.5,   0.00,       ,   -6.82,   4.26,  -0.14,   0.01,  -0.02,  77.2,      ,  27.7,  27.8,   4.5,   0.7,  35.00,  32.49,     2.38,   73.19,   61.08,  14.83,  763.5,   84.05,   81.81,   83.26,   82.33,   83.57,   81.35,  897.49,  940.09,  858.95,  843.44,  915.57,  891.83,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:36,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.5,   0.00,       ,  -25.54,   4.26,  -0.15,   0.01,   0.00,  77.2,      ,  27.7,  27.8,   4.3,   0.7,  35.00,  32.49,     2.41,   73.17,   61.12,  14.85,  763.0,   84.60,   82.36,   83.78,   82.86,   84.08,   81.83,  900.19,  940.79,  862.66,  845.67,  918.27,  884.27,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:37,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.5,   0.00,       ,  -15.94,   4.22,  -0.13,  -0.00,   0.00,  77.2,      ,  27.7,  27.8,   4.3,   0.7,  35.00,  32.49,     2.39,   73.16,   61.22,  14.81,  768.5,   85.18,   82.92,   84.31,   83.38,   84.59,   82.31,  902.82,  940.29,  867.56,  848.48,  919.81,  884.89,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:38,  -07:00,       ,             ,             ,    85.0, 30.06,        ,  26.5,   0.00,       ,  -13.48,   4.24,  -0.12,  -0.00,  -0.01,  77.2,      ,  27.7,  27.8,   4.2,   0.7,  35.00,  32.49,     2.39,   73.14,   61.17,  14.74,  768.2,   85.69,   83.48,   84.84,   83.92,   85.05,   82.81,  903.81,  940.22,  872.28,  850.48,  920.52,  891.03,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:39,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.5,   0.00,       ,  -15.68,   4.24,  -0.14,  -0.01,   0.00,  77.2,      ,  27.7,  27.8,   4.2,   0.7,  35.00,  32.49,     2.39,   73.13,   61.28,  14.71,  772.4,   86.35,   84.06,   85.37,   84.46,   85.64,   83.32,  907.32,  942.78,  875.73,  851.09,  921.60,  899.57,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:40,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.5,   0.00,       ,  -16.94,   4.24,  -0.12,   0.00,   0.00,  77.2,      ,  27.7,  27.8,   4.0,   0.6,  35.00,  32.53,     2.43,   73.11,   61.23,  14.67,  769.7,   86.97,   84.66,   85.94,   85.02,   86.19,   83.84,  909.09,  944.56,  879.31,  852.45,  924.09,  904.40,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:41,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.5,   0.00,       ,  -17.96,   4.22,  -0.13,   0.01,  -0.00,  77.3,      ,  27.7,  27.8,   4.0,   0.6,  35.00,  32.57,     2.41,   73.10,   61.10,  14.83,  764.0,   87.61,   85.24,   86.50,   85.59,   86.72,   84.36,  910.21,  949.32,  885.46,  856.75,  927.09,  910.87,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:42,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.5,   0.00,       ,  -16.12,   4.25,  -0.14,  -0.01,  -0.01,  77.3,      ,  27.8,  27.9,   4.0,   0.7,  35.00,  32.64,     2.37,   73.08,   61.34,  14.72,  774.7,   88.22,   85.84,   87.08,   86.16,   87.28,   84.89,  910.78,  954.98,  891.66,  859.69,  928.59,  916.10,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:43,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.5,   0.00,       ,  -16.00,   4.26,  -0.14,   0.00,  -0.01,  77.3,      ,  27.7,  27.8,   3.9,   0.6,  35.00,  32.64,     2.43,   73.07,   61.27,  14.72,  773.5,   88.87,   86.46,   87.66,   86.73,   87.85,   85.42,  912.52,  947.78,  896.46,  862.83,  932.25,  918.24,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:44,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.5,   0.00,       ,  -16.00,   4.23,  -0.15,   0.01,  -0.01,  77.3,      ,  27.8,  27.9,   3.9,   0.6,  35.00,  32.76,     2.42,   73.06,   61.38,  14.59,  778.2,   89.51,   87.09,   88.25,   87.31,   88.42,   85.95,  916.89,  945.36,  900.05,  864.76,  935.02,  918.53,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:45,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.2,   0.00,       ,  -12.50,   4.20,  -0.16,  -0.00,  -0.01,  77.3,      ,  27.8,  27.9,   3.8,   0.6,  35.00,  32.80,     2.36,   73.05,   61.35,  14.67,  776.9,   90.10,   87.71,   88.83,   87.90,   88.94,   86.50,  918.45,  938.15,  903.92,  867.91,  937.54,  921.79,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:46,  -07:00,       ,             ,             ,    83.0, 30.06,        ,  26.2,   0.00,       ,  -15.82,   4.24,  -0.16,  -0.00,  -0.00,  77.3,      ,  27.8,  27.9,   3.8,   0.6,  35.00,  32.87,     2.41,   73.04,   61.33,  14.64,  776.5,   90.76,   88.35,   89.43,   88.49,   89.53,   87.06,  922.48,  937.92,  907.58,  870.64,  938.27,  924.07,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:47,  -07:00,       ,             ,             ,    83.0, 30.06,        ,  26.2,   0.00,       ,  -16.31,   4.27,  -0.18,   0.00,  -0.02,  77.3,      ,  27.8,  27.9,   3.7,   0.6,  35.00,  32.87,     2.48,   73.03,   61.46,  14.55,  781.6,   91.48,   88.99,   90.03,   89.10,   90.18,   87.62,  925.31,  938.56,  912.88,  866.89,  939.53,  927.01,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:48,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.2,   0.00,       ,   -8.35,   4.24,  -0.18,  -0.01,   0.01,  77.3,      ,  27.8,  27.9,   3.7,   0.6,  35.00,  32.87,     2.44,   73.02,   61.57,  14.48,  787.7,   92.15,   89.62,   90.65,   89.70,   90.76,   88.20,  928.35,  942.90,  916.26,  868.60,  941.24,  928.00,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:49,  -07:00,       ,             ,             ,    84.0, 30.06,        ,  26.2,   0.00,       ,   -0.50,   4.21,  -0.20,   0.00,  -0.02,  77.3,      ,  27.8,  27.9,   3.7,   0.6,  35.00,  32.87,     2.44,   73.01,   61.52,  14.52,  785.0,   92.85,   90.28,   91.27,   90.30,   91.37,   88.76,  928.61,  945.36,  914.81,  872.09,  943.34,  930.64,        ,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2024-08-03, 10:32:50,  -07:00,       ,   37.4543114, -122.1144104,    84.0, 30.06,    29.7,  26.2,   0.00,   6.49,   -3.95,   4.24,  -0.16,   0.00,  -0.01,  77.3, 256.4,  27.8,  27.9,   3.6,   0.6,  35.00,  32.83,     2.43,   73.00,   61.56,  14.51,  787.3,   93.56,   90.96,   91.91,   90.92,   91.99,   89.35,  930.23,  953.11,  909.37,  875.59,  942.84,  933.47,   -78.4,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,  19.7,     3D, 3704,      ,       , 1310.0,       
2024-08-03, 10:32:51,  -07:00,       ,   37.4543266, -122.1144104,    84.0, 30.06,    20.4,  26.0,   0.00,   1.50,   -2.96,   4.27,  -0.18,   0.00,  -0.01,  77.3, 257.2,  27.8,  27.9,   3.6,   0.6,  35.00,  32.80,     2.40,   72.99,   61.60,  14.45,  790.2,   94.29,   91.63,   92.53,   91.56,   92.63,   89.92,  930.48,  959.23,  909.20,  877.03,  945.02,  934.55,   -87.8,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       , 1268.0,       
2024-08-03, 10:32:52,  -07:00,       ,   37.4543228, -122.1144104,    84.0, 30.06,    21.2,  26.0,   0.00,   0.00,  -10.75,   4.25,  -0.16,   0.00,  -0.01,  77.3, 257.2,  27.8,  27.9,   3.6,   0.6,  35.00,  32.72,     2.39,   72.99,   61.61,  14.47,  789.3,   95.01,   92.32,   93.20,   92.19,   93.25,   90.51,  930.01,  962.51,  910.90,  880.06,  948.43,  940.11,   -86.9,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       , 1256.5,       
2024-08-03, 10:32:53,  -07:00,       ,   37.4543152, -122.1144104,    84.0, 30.06,    24.8,  26.0,   0.00,   0.00,   -5.92,   4.24,  -0.18,  -0.01,  -0.01,  77.3, 257.2,  27.8,  27.9,   3.5,   0.6,  35.00,  32.72,     2.41,   72.98,   61.63,  14.40,  791.0,   95.74,   93.00,   93.84,   92.83,   93.90,   91.11,  931.42,  963.45,  915.38,  881.89,  951.43,  941.93,   -83.3,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 3704,      ,       , 1251.0,       
2024-08-03, 10:32:54,  -07:00,       ,   37.4543114, -122.1144104,    84.0, 30.06,    29.2,  25.8,   0.00,   0.00,   -0.29,   4.25,  -0.19,  -0.01,  -0.01,  77.3, 257.2,  27.8,  27.9,   3.5,   0.6,  35.00,  32.72,     2.43,   72.98,   61.66,  14.41,  792.6,   96.46,   93.69,   94.51,   93.48,   94.53,   91.72,  933.48,  964.28,  917.30,  884.02,  955.59,  945.45,   -79.0,   0,  GPS,  130.0, 110.50, 117.30, 125.000, 135.275,       ,       ,       ,      ,       ,       ,   12.9,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       , 1246.5,       
